               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  20,            0.029115,            0.013555,                   0,              0.8967,              0.7609,             0.85692,             0.55854,            0.031541,            0.013612,                   0,            0.008119,            0.008119,            0.008119
                  21,            0.027988,             0.01396,                   0,             0.88782,             0.76928,             0.86413,             0.56049,            0.031825,            0.013492,                   0,             0.00802,             0.00802,             0.00802
                  22,             0.02857,            0.013571,                   0,             0.87783,             0.78104,             0.86972,             0.57541,            0.031367,            0.013295,                   0,            0.007921,            0.007921,            0.007921
                  23,            0.027568,             0.01305,                   0,             0.87305,             0.77641,             0.86311,             0.57089,            0.030642,            0.013221,                   0,            0.007822,            0.007822,            0.007822
                  24,            0.027659,            0.013353,                   0,             0.86259,             0.79874,             0.87135,             0.56774,            0.030146,            0.012968,                   0,            0.007723,            0.007723,            0.007723
                  25,            0.026722,            0.013225,                   0,             0.88781,             0.76581,             0.86365,             0.57757,            0.030595,            0.013401,                   0,            0.007624,            0.007624,            0.007624
                  26,            0.026792,            0.013227,                   0,             0.88769,             0.77601,             0.86353,             0.57508,            0.029747,            0.013134,                   0,            0.007525,            0.007525,            0.007525
                  27,             0.02551,            0.013003,                   0,             0.86075,             0.79325,             0.86414,              0.5911,             0.02926,            0.013119,                   0,            0.007426,            0.007426,            0.007426
                  28,            0.026318,            0.012996,                   0,             0.89362,             0.77171,             0.86536,             0.57918,            0.029669,            0.013328,                   0,            0.007327,            0.007327,            0.007327
                  29,            0.025754,            0.012872,                   0,             0.87858,             0.76112,             0.85335,              0.5662,            0.030261,            0.013547,                   0,            0.007228,            0.007228,            0.007228
                  30,            0.025469,            0.012794,                   0,             0.89789,             0.77209,             0.87146,             0.56859,            0.030005,            0.012808,                   0,            0.007129,            0.007129,            0.007129
                  31,            0.025453,            0.012789,                   0,             0.87114,             0.78962,             0.86752,             0.59337,            0.028673,            0.013087,                   0,             0.00703,             0.00703,             0.00703
                  32,            0.024592,            0.012093,                   0,             0.84182,             0.79867,             0.86133,             0.58724,            0.028661,            0.013338,                   0,            0.006931,            0.006931,            0.006931
                  33,            0.024648,            0.012103,                   0,             0.88716,             0.77069,             0.87013,             0.59297,            0.029144,            0.013407,                   0,            0.006832,            0.006832,            0.006832
                  34,            0.024631,            0.012197,                   0,             0.87623,             0.75956,             0.85135,             0.57208,            0.029335,            0.014003,                   0,            0.006733,            0.006733,            0.006733
                  35,            0.023911,            0.012313,                   0,             0.89793,             0.78541,             0.87925,             0.61479,            0.028101,             0.01265,                   0,            0.006634,            0.006634,            0.006634
                  36,            0.023824,            0.012194,                   0,             0.90641,             0.75387,             0.86394,             0.60018,            0.029322,             0.01366,                   0,            0.006535,            0.006535,            0.006535
                  37,            0.023602,            0.012011,                   0,              0.8934,             0.76993,             0.87349,             0.60752,            0.027952,            0.013097,                   0,            0.006436,            0.006436,            0.006436
                  38,            0.024085,            0.011866,                   0,             0.88011,             0.75947,             0.85958,             0.59264,            0.028445,            0.014049,                   0,            0.006337,            0.006337,            0.006337
                  39,            0.022377,            0.011701,                   0,             0.91966,             0.75457,             0.87616,             0.61102,            0.027918,            0.013183,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.022713,            0.011589,                   0,             0.90023,             0.76157,             0.86372,             0.60224,            0.028282,            0.013409,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.022569,            0.011641,                   0,             0.86366,              0.7996,             0.87105,              0.5975,            0.028254,            0.012901,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.022067,            0.011438,                   0,             0.88442,             0.78347,             0.87225,             0.61398,            0.027216,            0.012906,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.021562,            0.011366,                   0,             0.89718,             0.76788,             0.86853,              0.6082,             0.02717,            0.013056,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.022808,            0.011574,                   0,             0.90806,             0.76648,             0.87074,             0.60938,            0.028088,            0.013583,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.021781,            0.011136,                   0,             0.90267,             0.76648,             0.86581,              0.6066,            0.027773,            0.013789,                   0,            0.005644,            0.005644,            0.005644
