               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  40,            0.025094,            0.013678,                   0,             0.91431,             0.60243,             0.72332,             0.51055,            0.034389,            0.022225,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.024429,            0.012887,                   0,             0.86839,             0.58649,             0.71552,             0.50991,             0.03361,             0.02262,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.023709,             0.01287,                   0,             0.81279,             0.64568,             0.72784,             0.51226,            0.033101,            0.022906,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.023933,            0.012758,                   0,             0.91545,             0.59151,             0.71184,             0.50503,            0.033492,            0.023783,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.023737,            0.013209,                   0,             0.89377,             0.60007,             0.73028,             0.51953,            0.032813,             0.02225,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.023755,            0.012735,                   0,             0.90054,             0.58877,             0.71245,             0.51316,            0.033835,             0.02306,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.023087,            0.012381,                   0,             0.90992,             0.60015,             0.72403,             0.51847,            0.033279,            0.022266,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.023166,            0.013022,                   0,             0.89433,             0.59863,             0.70796,             0.50917,            0.033546,            0.023755,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.023322,            0.012393,                   0,             0.89985,             0.60672,             0.73184,             0.52781,            0.033421,            0.021873,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.022248,            0.011918,                   0,             0.91385,             0.58118,             0.70609,             0.51246,            0.033434,            0.023027,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.022443,            0.012594,                   0,             0.92262,             0.59408,             0.71738,             0.52071,            0.032714,            0.022568,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.022493,            0.012344,                   0,             0.86879,             0.62293,             0.73549,             0.53576,            0.032467,            0.022371,                   0,             0.00505,             0.00505,             0.00505
                  52,            0.023012,            0.012167,                   0,             0.90943,             0.57132,             0.71235,             0.52034,            0.033168,            0.023635,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.021707,            0.011904,                   0,             0.86881,             0.58194,             0.71087,             0.50977,            0.033619,            0.023729,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.021995,            0.012292,                   0,             0.87529,             0.59636,             0.71959,             0.51443,            0.032727,            0.022361,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.022406,            0.012039,                   0,             0.90149,             0.58725,             0.70595,             0.51164,            0.032648,            0.022886,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.021864,            0.011933,                   0,             0.89084,             0.61457,              0.7238,             0.52449,            0.033022,            0.022535,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.021232,            0.012127,                   0,             0.89653,             0.59822,             0.72657,             0.52255,            0.033055,            0.022229,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.021672,            0.011901,                   0,             0.90009,             0.57891,             0.71593,             0.52576,            0.033281,            0.023428,                   0,            0.004357,            0.004357,            0.004357
                  59,             0.02105,             0.01185,                   0,             0.90747,             0.56551,             0.71517,             0.52811,             0.03303,             0.02309,                   0,            0.004258,            0.004258,            0.004258
                  60,            0.021291,            0.012121,                   0,             0.90571,             0.56848,             0.72333,             0.53062,            0.032995,            0.022921,                   0,            0.004159,            0.004159,            0.004159
                  61,            0.021005,            0.011301,                   0,             0.87454,             0.63465,             0.74621,             0.54535,              0.0318,            0.022239,                   0,             0.00406,             0.00406,             0.00406
                  62,            0.020773,            0.011552,                   0,             0.90185,             0.60774,             0.73113,              0.5399,            0.032055,            0.021931,                   0,            0.003961,            0.003961,            0.003961
                  63,            0.020171,            0.011432,                   0,             0.89691,             0.62671,             0.73087,             0.53598,            0.032331,             0.02188,                   0,            0.003862,            0.003862,            0.003862
                  64,            0.020522,            0.011771,                   0,             0.89666,             0.61684,             0.73374,             0.53924,            0.032105,            0.021873,                   0,            0.003763,            0.003763,            0.003763
                  65,            0.020351,            0.011486,                   0,             0.91694,             0.59469,             0.71996,             0.53052,            0.032388,             0.02292,                   0,            0.003664,            0.003664,            0.003664
                  66,             0.02044,            0.011385,                   0,             0.91234,             0.58346,             0.71597,             0.52981,            0.032489,            0.023635,                   0,            0.003565,            0.003565,            0.003565
                  67,             0.01992,            0.011259,                   0,             0.91409,             0.58346,             0.71025,             0.53091,            0.032123,            0.023347,                   0,            0.003466,            0.003466,            0.003466
                  68,            0.020332,             0.01125,                   0,             0.91969,             0.59954,             0.72795,             0.53835,            0.031963,             0.02268,                   0,            0.003367,            0.003367,            0.003367
                  69,            0.020115,            0.011417,                   0,             0.90025,             0.59712,             0.72258,             0.53458,             0.03243,            0.023328,                   0,            0.003268,            0.003268,            0.003268
                  70,            0.020063,            0.011526,                   0,             0.87492,             0.62974,             0.73924,             0.54885,            0.031813,            0.021826,                   0,            0.003169,            0.003169,            0.003169
                  71,            0.019642,            0.011212,                   0,             0.90822,             0.61153,              0.7312,              0.5386,            0.032135,             0.02229,                   0,             0.00307,             0.00307,             0.00307
                  72,            0.019748,            0.011553,                   0,              0.8926,             0.61229,             0.73315,             0.54416,            0.031752,            0.022367,                   0,            0.002971,            0.002971,            0.002971
                  73,            0.019611,            0.011045,                   0,             0.90363,             0.61457,             0.73785,             0.54213,            0.032191,            0.022412,                   0,            0.002872,            0.002872,            0.002872
                  74,            0.019154,            0.011065,                   0,             0.87866,             0.61535,             0.72757,             0.54044,            0.031813,            0.022739,                   0,            0.002773,            0.002773,            0.002773
                  75,            0.018914,            0.010634,                   0,             0.92546,             0.59863,             0.71957,             0.53712,            0.031693,            0.022799,                   0,            0.002674,            0.002674,            0.002674
                  76,            0.019332,             0.01149,                   0,             0.91916,             0.60774,              0.7337,             0.54283,            0.031568,            0.022513,                   0,            0.002575,            0.002575,            0.002575
                  77,            0.018683,            0.011039,                   0,             0.91496,             0.60243,             0.72339,             0.54082,            0.031775,            0.022764,                   0,            0.002476,            0.002476,            0.002476
                  78,            0.018696,            0.010589,                   0,             0.91444,              0.6082,             0.72957,             0.54058,            0.032336,             0.02204,                   0,            0.002377,            0.002377,            0.002377
                  79,            0.018879,            0.010862,                   0,             0.90521,             0.60136,              0.7163,             0.53676,            0.032222,            0.023031,                   0,            0.002278,            0.002278,            0.002278
                  80,            0.018501,            0.010798,                   0,             0.91464,             0.59029,             0.72147,             0.53971,            0.032327,            0.022654,                   0,            0.002179,            0.002179,            0.002179
